tx_id,product_id,trans_date,amt,qty
6928,CS5708,02-May-13,91,2
6929,CS5491,02-May-13,97,2
6930,CS1557,02-May-13,36,1
6931,CS1571,02-May-13,100,2
6932,CS4397,02-May-13,36,1
6933,CS3619,02-May-13,53,3
6934,CS4846,02-May-13,88,2
6935,CS3435,02-May-13,47,3
6936,CS7609,02-May-13,72,1
6937,CS8951,02-May-13,71,3
6938,CS8283,02-May-13,43,2
6939,CS8095,02-May-13,33,1
6940,CS7335,02-May-13,40,2
6941,CS7318,02-May-13,21,1
6942,CS7183,02-May-13,11,3
6943,CS8569,02-May-13,48,1
6944,CS8884,02-May-13,36,1
6945,CS8327,02-May-13,50,3
6946,CS7440,02-May-13,59,3
6947,CS8473,02-May-13,41,3
6948,CS8023,02-May-13,25,2
6949,CS7676,02-May-13,49,2
6950,CS7868,02-May-13,38,3
6951,CS1338,02-May-14,89,3
6952,CS5538,02-May-14,82,2
6953,CS5319,02-May-14,43,2
6954,CS5855,02-May-14,67,2
6955,CS1728,02-May-14,65,3
6956,CS1364,02-May-14,99,1
6957,CS3136,02-May-14,64,2
6958,CS2253,02-May-14,40,2
6959,CS5736,02-May-14,46,2
6960,CS3629,02-May-14,76,2
6961,CS2499,02-May-14,97,2
6962,CS1910,02-May-14,68,3
6963,CS1974,02-May-14,66,1
6964,CS5430,02-May-14,67,2
6965,CS3319,02-May-14,88,2
6966,CS5670,02-May-14,43,2
6967,CS2421,02-May-14,42,1
6968,CS3821,02-May-14,105,1
6969,CS4523,02-May-14,58,2
6970,CS1443,02-May-14,89,3
6971,CS2687,02-May-14,39,1
6972,CS5830,02-May-14,73,2
6973,CS4019,02-May-14,85,2
6974,CS1166,02-May-14,35,3
6975,CS2338,02-May-14,86,3
6976,CS4780,02-May-14,63,1
6977,CS3841,02-May-14,89,3
6978,CS2970,02-May-14,58,2
6979,CS3680,02-May-14,101,3
6980,CS2638,02-May-14,84,1
6981,CS5530,02-May-14,68,3
6982,CS2745,02-May-14,81,1
6983,CS4497,02-May-14,71,3
6984,CS2128,02-May-14,52,2
6985,CS5628,02-May-14,44,3
6986,CS1411,02-May-14,96,1
6987,CS5083,02-May-14,100,2
6988,CS4903,02-May-14,50,3
6989,CS2747,02-May-14,90,1
6990,CS3396,02-May-14,62,3
6991,CS4370,02-May-14,71,3
6992,CS5128,02-May-14,35,3
6993,CS3130,02-May-14,62,3
6994,CS3097,02-May-14,36,1
6995,CS3194,02-May-14,63,1
6996,CS3783,02-May-14,93,1
6997,CS2401,02-May-14,91,2
6998,CS1171,02-May-14,67,2
6999,CS3881,02-May-14,103,2
7000,CS5600,02-May-14,50,3
7001,CS4013,02-May-14,40,2
7002,CS4584,02-May-14,45,1
7003,CS2461,02-May-14,41,3
7004,CS1680,02-May-14,56,3
7005,CS3852,02-May-14,65,3
7006,CS2699,02-May-14,59,3
7007,CS2742,02-May-14,87,1
7008,CS2394,02-May-14,80,3
7009,CS3303,02-May-14,82,2
7010,CS5888,02-May-14,64,2
7011,CS1519,02-May-14,43,2
7012,CS5640,02-May-14,64,2
7013,CS5155,02-May-14,92,3
7014,CS1844,02-May-14,37,2
7015,CS2822,02-May-14,78,1
7016,CS5733,02-May-14,75,1
7017,CS1720,02-May-14,81,1
7018,CS6053,02-May-14,75,1
7019,CS3851,02-May-14,68,3
7020,CS2863,02-May-14,53,3
7021,CS7338,02-May-14,51,1
7022,CS7728,02-May-14,24,1
7023,CS7364,02-May-14,73,2
7024,CS8253,02-May-14,42,1
7025,CS8499,02-May-14,10,2
7026,CS7910,02-May-14,25,2
7027,CS7974,02-May-14,28,2
7028,CS8421,02-May-14,38,3
7029,CS7443,02-May-14,37,2
7030,CS7166,02-May-14,41,3
7031,CS8338,02-May-14,34,2
7032,CS8970,02-May-14,73,2
7033,CS8128,02-May-14,20,3
7034,CS7411,02-May-14,17,3
7035,CS8747,02-May-14,28,2
7036,CS8401,02-May-14,35,3
7037,CS8461,02-May-14,36,1
7038,CS7680,02-May-14,57,1
7039,CS8394,02-May-14,51,1
7040,CS7519,02-May-14,63,1
7041,CS7844,02-May-14,23,3
7042,CS8822,02-May-14,54,1
7043,CS4675,02-Nov-11,85,2
7044,CS3925,02-Nov-11,35,3
7045,CS1310,02-Nov-11,53,3
7046,CS3151,02-Nov-11,39,1
7047,CS4016,02-Nov-11,100,2
7048,CS1677,02-Nov-11,41,3
7049,CS5930,02-Nov-11,102,1
7050,CS2426,02-Nov-11,46,2
7051,CS2251,02-Nov-11,50,3
7052,CS3632,02-Nov-11,63,1
7053,CS5102,02-Nov-11,50,3
7054,CS1147,02-Nov-11,44,3
7055,CS1350,02-Nov-11,37,2
7056,CS1916,02-Nov-11,36,1
7057,CS3229,02-Nov-11,67,2
7058,CS3993,02-Nov-11,99,1
7059,CS4887,02-Nov-11,95,3
7060,CS5015,02-Nov-11,37,2
7061,CS4002,02-Nov-11,105,1
7062,CS5721,02-Nov-11,39,1
7063,CS4425,02-Nov-11,48,1
7064,CS2141,02-Nov-11,105,1
7065,CS5620,02-Nov-11,60,1
7066,CS1813,02-Nov-11,60,1
7067,CS5468,02-Nov-11,57,1
7068,CS4283,02-Nov-11,47,3
7069,CS3790,02-Nov-11,99,1
7070,CS5713,02-Nov-11,44,3
7071,CS5812,02-Nov-11,58,2
7072,CS5609,02-Nov-11,47,3
7073,CS2859,02-Nov-11,70,2
7074,CS4595,02-Nov-11,85,2
7075,CS3591,02-Nov-11,39,1
7076,CS1742,02-Nov-11,64,2
7077,CS3265,02-Nov-11,104,3
7078,CS2409,02-Nov-11,86,3
7079,CS3375,02-Nov-11,55,2
7080,CS1923,02-Nov-11,55,2
7081,CS4762,02-Nov-11,40,2
7082,CS2322,02-Nov-11,35,3
7083,CS2991,02-Nov-11,42,1
7084,CS4417,02-Nov-11,104,3
7085,CS2264,02-Nov-11,102,1
7086,CS3706,02-Nov-11,79,2
7087,CS6098,02-Nov-11,98,3
7088,CS6031,02-Nov-11,41,3
7089,CS2010,02-Nov-11,73,2
7090,CS5206,02-Nov-11,74,3
7091,CS2184,02-Nov-11,92,3
7092,CS1716,02-Nov-11,59,3
7093,CS2786,02-Nov-11,69,1
7094,CS5713,02-Nov-11,67,2
7095,CS5340,02-Nov-11,98,3
7096,CS5879,02-Nov-11,47,3
7097,CS4740,02-Nov-11,99,1
7098,CS4794,02-Nov-11,88,2
7099,CS2897,02-Nov-11,102,1
7100,CS2837,02-Nov-11,90,1
7101,CS5269,02-Nov-11,52,2
7102,CS5123,02-Nov-11,47,3
7103,CS4349,02-Nov-11,67,2
7104,CS5988,02-Nov-11,92,3
7105,CS1311,02-Nov-11,76,2
7106,CS4884,02-Nov-11,48,1
7107,CS4997,02-Nov-11,96,1
7108,CS5224,02-Nov-11,74,3
7109,CS4896,02-Nov-11,38,3
7110,CS2117,02-Nov-11,59,3
7111,CS3659,02-Nov-11,81,1
7112,CS1863,02-Nov-11,91,2
7113,CS5653,02-Nov-11,82,2
7114,CS2379,02-Nov-11,62,3
7115,CS7677,02-Nov-11,41,3
7116,CS8426,02-Nov-11,59,3
7117,CS7916,02-Nov-11,23,3
7118,CS8141,02-Nov-11,67,2
7119,CS7813,02-Nov-11,44,3
7120,CS7742,02-Nov-11,76,2
7121,CS7923,02-Nov-11,68,3
7122,CS8991,02-Nov-11,55,2
7123,CS8264,02-Nov-11,25,2
7124,CS8010,02-Nov-11,21,1
7125,CS8184,02-Nov-11,55,2
7126,CS7716,02-Nov-11,53,3
7127,CS8786,02-Nov-11,49,2
7128,CS8897,02-Nov-11,22,2
7129,CS7311,02-Nov-11,15,1
7130,CS8379,02-Nov-11,17,3
7131,CS1770,02-Nov-12,83,3
7132,CS4954,02-Nov-12,82,2
7133,CS4929,02-Nov-12,53,3
7134,CS4834,02-Nov-12,58,2
7135,CS3071,02-Nov-12,85,2
7136,CS5862,02-Nov-12,59,3
7137,CS4834,02-Nov-12,74,3
7138,CS2710,02-Nov-12,92,3
7139,CS2991,02-Nov-12,91,2
7140,CS3550,02-Nov-12,51,1
7141,CS5700,02-Nov-12,63,1
7142,CS2248,02-Nov-12,53,3
7143,CS2130,02-Nov-12,50,3
7144,CS3633,02-Nov-12,61,2
7145,CS3908,02-Nov-12,72,1
7146,CS2666,02-Nov-12,62,3
7147,CS2871,02-Nov-12,82,2
7148,CS3312,02-Nov-12,81,1
7149,CS3325,02-Nov-12,36,1
7150,CS3182,02-Nov-12,36,1
7151,CS5928,02-Nov-12,85,2
7152,CS1677,02-Nov-12,72,1
7153,CS1668,02-Nov-12,59,3
7154,CS5349,02-Nov-12,82,2
7155,CS1359,02-Nov-12,50,3
7156,CS4830,02-Nov-12,57,1
7157,CS3145,02-Nov-12,39,1
7158,CS4364,02-Nov-12,102,1
7159,CS1989,02-Nov-12,48,1
7160,CS5988,02-Nov-12,83,3
7161,CS2053,02-Nov-12,99,1
7162,CS3127,02-Nov-12,54,1
7163,CS3504,02-Nov-12,37,2
7164,CS1877,02-Nov-12,81,1
7165,CS2444,02-Nov-12,55,2
7166,CS3202,02-Nov-12,90,1
7167,CS4458,02-Nov-12,81,1
7168,CS5781,02-Nov-12,73,2
7169,CS1843,02-Nov-12,63,1
7170,CS4713,02-Nov-12,75,1
7171,CS1159,02-Nov-12,94,2
7172,CS3328,02-Nov-12,37,2
7173,CS4163,02-Nov-12,88,2
7174,CS5190,02-Nov-12,71,3
7175,CS5264,02-Nov-12,82,2
7176,CS3035,02-Nov-12,90,1
7177,CS5114,02-Nov-12,69,1
7178,CS3166,02-Nov-12,41,3
7179,CS1222,02-Nov-12,104,3
7180,CS2025,02-Nov-12,78,1
7181,CS3414,02-Nov-12,105,1
7182,CS5616,02-Nov-12,84,1
7183,CS5070,02-Nov-12,69,1
7184,CS5298,02-Nov-12,75,1
7185,CS1397,02-Nov-12,92,3
7186,CS3785,02-Nov-12,71,3
7187,CS5106,02-Nov-12,85,2
7188,CS4835,02-Nov-12,77,3
7189,CS2184,02-Nov-12,85,2
7190,CS2984,02-Nov-12,49,2
7191,CS4441,02-Nov-12,44,3
7192,CS5540,02-Nov-12,94,2
7193,CS4854,02-Nov-12,61,2
7194,CS4541,02-Nov-12,37,2
7195,CS2706,02-Nov-12,69,1
7196,CS4583,02-Nov-12,52,2
7197,CS3643,02-Nov-12,71,3
7198,CS5015,02-Nov-12,87,1
7199,CS3324,02-Nov-12,60,1
7200,CS5236,02-Nov-12,102,1
7201,CS2128,02-Nov-12,48,1
7202,CS2151,02-Nov-12,84,1
7203,CS1870,02-Nov-12,75,1
7204,CS1211,02-Nov-12,60,1
7205,CS4108,02-Nov-12,54,1
7206,CS1179,02-Nov-12,105,1
7207,CS4618,02-Nov-12,81,1
7208,CS4939,02-Nov-12,35,3
7209,CS5901,02-Nov-12,85,2
7210,CS5780,02-Nov-12,63,1
7211,CS5137,02-Nov-12,86,3
7212,CS1757,02-Nov-12,38,3
7213,CS7770,02-Nov-12,44,3
7214,CS8991,02-Nov-12,54,1
7215,CS8666,02-Nov-12,55,2
7216,CS8871,02-Nov-12,54,1
7217,CS7677,02-Nov-12,67,2
7218,CS7668,02-Nov-12,25,2
7219,CS7877,02-Nov-12,54,1
7220,CS8444,02-Nov-12,50,3
7221,CS7159,02-Nov-12,65,3
7222,CS7222,02-Nov-12,24,1
7223,CS8025,02-Nov-12,18,1
7224,CS7397,02-Nov-12,51,1
7225,CS8184,02-Nov-12,55,2
7226,CS8706,02-Nov-12,55,2
7227,CS8128,02-Nov-12,61,2
7228,CS8151,02-Nov-12,19,2
7229,CS7870,02-Nov-12,61,2
7230,CS7211,02-Nov-12,26,3
7231,CS7179,02-Nov-12,37,2
7232,CS5664,02-Nov-13,95,3
7233,CS5050,02-Nov-13,97,2
7234,CS1257,02-Nov-13,75,1
7235,CS5921,02-Nov-13,88,2
7236,CS2605,02-Nov-13,61,2
7237,CS1212,02-Nov-13,67,2
7238,CS1489,02-Nov-13,76,2
7239,CS3963,02-Nov-13,61,2
7240,CS3900,02-Nov-13,86,3
7241,CS2978,02-Nov-13,100,2
7242,CS2908,02-Nov-13,53,3
7243,CS5341,02-Nov-13,89,3
7244,CS2819,02-Nov-13,80,3
7245,CS3688,02-Nov-13,94,2
7246,CS1393,02-Nov-13,69,1
7247,CS4978,02-Nov-13,76,2
7248,CS5452,02-Nov-13,59,3
7249,CS2668,02-Nov-13,51,1
7250,CS1135,02-Nov-13,88,2
7251,CS2395,02-Nov-13,98,3
7252,CS5329,02-Nov-13,36,1
7253,CS2748,02-Nov-13,68,3
7254,CS1420,02-Nov-13,95,3
7255,CS5004,02-Nov-13,70,2
7256,CS2756,02-Nov-13,40,2
7257,CS1152,02-Nov-13,45,1
7258,CS3217,02-Nov-13,105,1
7259,CS1537,02-Nov-13,57,1
7260,CS4660,02-Nov-13,101,3
7261,CS4195,02-Nov-13,72,1
7262,CS3698,02-Nov-13,81,1
7263,CS5719,02-Nov-13,69,1
7264,CS1344,02-Nov-13,62,3
7265,CS4037,02-Nov-13,76,2
7266,CS1364,02-Nov-13,71,3
7267,CS2769,02-Nov-13,99,1
7268,CS1579,02-Nov-13,64,2
7269,CS4525,02-Nov-13,93,1
7270,CS6058,02-Nov-13,103,2
7271,CS3386,02-Nov-13,53,3
7272,CS3265,02-Nov-13,37,2
7273,CS4343,02-Nov-13,99,1
7274,CS1943,02-Nov-13,44,3
7275,CS2430,02-Nov-13,45,1
7276,CS5011,02-Nov-13,94,2
7277,CS6039,02-Nov-13,40,2
7278,CS5284,02-Nov-13,56,3
7279,CS3829,02-Nov-13,76,2
7280,CS4088,02-Nov-13,37,2
7281,CS4622,02-Nov-13,74,3
7282,CS1787,02-Nov-13,40,2
7283,CS4525,02-Nov-13,58,2
7284,CS6016,02-Nov-13,61,2
7285,CS3936,02-Nov-13,104,3
7286,CS4132,02-Nov-13,78,1
7287,CS3752,02-Nov-13,41,3
7288,CS1136,02-Nov-13,40,2
7289,CS1339,02-Nov-13,93,1
7290,CS5627,02-Nov-13,54,1
7291,CS4053,02-Nov-13,78,1
7292,CS5357,02-Nov-13,85,2
7293,CS4797,02-Nov-13,104,3
7294,CS5236,02-Nov-13,36,1
7295,CS5702,02-Nov-13,42,1
7296,CS5219,02-Nov-13,92,3
7297,CS4426,02-Nov-13,66,1
7298,CS3804,02-Nov-13,52,2
7299,CS2798,02-Nov-13,84,1
7300,CS7257,02-Nov-13,51,1
7301,CS7212,02-Nov-13,72,1
7302,CS7489,02-Nov-13,69,1
7303,CS8978,02-Nov-13,30,1
7304,CS8819,02-Nov-13,34,2
7305,CS7135,02-Nov-13,77,3
7306,CS8748,02-Nov-13,46,2
7307,CS7420,02-Nov-13,74,3
7308,CS7152,02-Nov-13,42,1
7309,CS7537,02-Nov-13,30,1
7310,CS7344,02-Nov-13,78,1
7311,CS8769,02-Nov-13,19,2
7312,CS7579,02-Nov-13,38,3
7313,CS7943,02-Nov-13,57,1
7314,CS8430,02-Nov-13,62,3
7315,CS7787,02-Nov-13,52,2
7316,CS7136,02-Nov-13,17,3
7317,CS7339,02-Nov-13,78,1
7318,CS5812,02-Nov-14,62,3
7319,CS3866,02-Nov-14,96,1
7320,CS5394,02-Nov-14,103,2
7321,CS3999,02-Nov-14,91,2
7322,CS2179,02-Nov-14,51,1
7323,CS1805,02-Nov-14,56,3
7324,CS3117,02-Nov-14,63,1
7325,CS6105,02-Nov-14,35,3
7326,CS3528,02-Nov-14,59,3
7327,CS2233,02-Nov-14,77,3
7328,CS1648,02-Nov-14,101,3
7329,CS5292,02-Nov-14,66,1
7330,CS4674,02-Nov-14,104,3
7331,CS4123,02-Nov-14,78,1
7332,CS1787,02-Nov-14,47,3
7333,CS5775,02-Nov-14,55,2
7334,CS4555,02-Nov-14,80,3
7335,CS3634,02-Nov-14,51,1
7336,CS3972,02-Nov-14,96,1
7337,CS3668,02-Nov-14,89,3
7338,CS5016,02-Nov-14,83,3
7339,CS2270,02-Nov-14,65,3
7340,CS3928,02-Nov-14,89,3
7341,CS5802,02-Nov-14,82,2
7342,CS4861,02-Nov-14,100,2
7343,CS1299,02-Nov-14,105,1
7344,CS6011,02-Nov-14,47,3
7345,CS3245,02-Nov-14,52,2
7346,CS3595,02-Nov-14,37,2
7347,CS5048,02-Nov-14,49,2
7348,CS5239,02-Nov-14,71,3
7349,CS1331,02-Nov-14,45,1
7350,CS2704,02-Nov-14,40,2
7351,CS3397,02-Nov-14,43,2
7352,CS2982,02-Nov-14,43,2
7353,CS3150,02-Nov-14,76,2
7354,CS4422,02-Nov-14,63,1
7355,CS5998,02-Nov-14,90,1
7356,CS3254,02-Nov-14,57,1
7357,CS2904,02-Nov-14,98,3
7358,CS1903,02-Nov-14,41,3
7359,CS1158,02-Nov-14,77,3
7360,CS5105,02-Nov-14,70,2
7361,CS5586,02-Nov-14,97,2
7362,CS1625,02-Nov-14,39,1
7363,CS3406,02-Nov-14,59,3
7364,CS4133,02-Nov-14,58,2
7365,CS3753,02-Nov-14,50,3
7366,CS3561,02-Nov-14,84,1
7367,CS1127,02-Nov-14,38,3
7368,CS3587,02-Nov-14,65,3
7369,CS4329,02-Nov-14,45,1
7370,CS4460,02-Nov-14,69,1
7371,CS3440,02-Nov-14,55,2
7372,CS2384,02-Nov-14,53,3
7373,CS2644,02-Nov-14,58,2
7374,CS2757,02-Nov-14,102,1
7375,CS2472,02-Nov-14,85,2
7376,CS1426,02-Nov-14,48,1
7377,CS3165,02-Nov-14,54,1
7378,CS3349,02-Nov-14,72,1
7379,CS5665,02-Nov-14,80,3
7380,CS4674,02-Nov-14,97,2
7381,CS5726,02-Nov-14,95,3
7382,CS1875,02-Nov-14,72,1
7383,CS2608,02-Nov-14,40,2
7384,CS4459,02-Nov-14,100,2
7385,CS3811,02-Nov-14,52,2
7386,CS2246,02-Nov-14,79,2
7387,CS1803,02-Nov-14,96,1
7388,CS1815,02-Nov-14,81,1
7389,CS8179,02-Nov-14,79,2
7390,CS7805,02-Nov-14,34,2
7391,CS8233,02-Nov-14,24,1
7392,CS7648,02-Nov-14,39,1
7393,CS7787,02-Nov-14,75,1
7394,CS8270,02-Nov-14,10,2
7395,CS7299,02-Nov-14,69,1
7396,CS7331,02-Nov-14,61,2
7397,CS8704,02-Nov-14,33,1
7398,CS8904,02-Nov-14,49,2
7399,CS7903,02-Nov-14,54,1
7400,CS7158,02-Nov-14,32,3
7401,CS7625,02-Nov-14,76,2
7402,CS8757,02-Nov-14,64,2
7403,CS7426,02-Nov-14,50,3
7404,CS7875,02-Nov-14,72,1
7405,CS8608,02-Nov-14,59,3
7406,CS3127,02-Oct-11,39,1
7407,CS3020,02-Oct-11,100,2
7408,CS4103,02-Oct-11,95,3
7409,CS5988,02-Oct-11,60,1
7410,CS3143,02-Oct-11,44,3
7411,CS2426,02-Oct-11,42,1
7412,CS4344,02-Oct-11,40,2
7413,CS4935,02-Oct-11,57,1
7414,CS2098,02-Oct-11,36,1
7415,CS5720,02-Oct-11,44,3
7416,CS4830,02-Oct-11,64,2
7417,CS3808,02-Oct-11,57,1
7418,CS3286,02-Oct-11,101,3
7419,CS1586,02-Oct-11,104,3
7420,CS1974,02-Oct-11,45,1
7421,CS5547,02-Oct-11,94,2
7422,CS1122,02-Oct-11,53,3
7423,CS5551,02-Oct-11,58,2
7424,CS1897,02-Oct-11,50,3
7425,CS2781,02-Oct-11,103,2
7426,CS5454,02-Oct-11,83,3
7427,CS4861,02-Oct-11,46,2
7428,CS3339,02-Oct-11,48,1
7429,CS2905,02-Oct-11,52,2
7430,CS4304,02-Oct-11,79,2
7431,CS2898,02-Oct-11,91,2
7432,CS5650,02-Oct-11,90,1
7433,CS1248,02-Oct-11,75,1
7434,CS3185,02-Oct-11,80,3
7435,CS2591,02-Oct-11,75,1
7436,CS3719,02-Oct-11,101,3
7437,CS3805,02-Oct-11,75,1
7438,CS4421,02-Oct-11,61,2
7439,CS4014,02-Oct-11,85,2
7440,CS1555,02-Oct-11,59,3
7441,CS2419,02-Oct-11,105,1
7442,CS5549,02-Oct-11,99,1
7443,CS4489,02-Oct-11,47,3
7444,CS2770,02-Oct-11,58,2
7445,CS1112,02-Oct-11,60,1
7446,CS1213,02-Oct-11,56,3
7447,CS4251,02-Oct-11,37,2
7448,CS1763,02-Oct-11,89,3
7449,CS5472,02-Oct-11,44,3
7450,CS4848,02-Oct-11,56,3
7451,CS3077,02-Oct-11,80,3
7452,CS2355,02-Oct-11,97,2
7453,CS1972,02-Oct-11,88,2
7454,CS5220,02-Oct-11,60,1
7455,CS3388,02-Oct-11,37,2
7456,CS5093,02-Oct-11,49,2
7457,CS3066,02-Oct-11,62,3
7458,CS5208,02-Oct-11,104,3
7459,CS4341,02-Oct-11,67,2
7460,CS4939,02-Oct-11,61,2
7461,CS4615,02-Oct-11,44,3
7462,CS4722,02-Oct-11,75,1
7463,CS3251,02-Oct-11,66,1
7464,CS2873,02-Oct-11,46,2
7465,CS6047,02-Oct-11,55,2
7466,CS5928,02-Oct-11,39,1
7467,CS4365,02-Oct-11,77,3
7468,CS1978,02-Oct-11,43,2
7469,CS2153,02-Oct-11,81,1
7470,CS1177,02-Oct-11,87,1
7471,CS4895,02-Oct-11,38,3
7472,CS1453,02-Oct-11,101,3
7473,CS1787,02-Oct-11,46,2
7474,CS8426,02-Oct-11,39,1
7475,CS8098,02-Oct-11,73,2
7476,CS7586,02-Oct-11,74,3
7477,CS7974,02-Oct-11,36,1
7478,CS7897,02-Oct-11,36,1
7479,CS8781,02-Oct-11,78,1
7480,CS8898,02-Oct-11,31,2
7481,CS8591,02-Oct-11,62,3
7482,CS8419,02-Oct-11,76,2
7483,CS8770,02-Oct-11,35,3
7484,CS7213,02-Oct-11,78,1
7485,CS7763,02-Oct-11,76,2
7486,CS8873,02-Oct-11,30,1
7487,CS1486,02-Oct-12,98,3
7488,CS1216,02-Oct-12,52,2
7489,CS2591,02-Oct-12,50,3
7490,CS1789,02-Oct-12,89,3
7491,CS1894,02-Oct-12,82,2
7492,CS5534,02-Oct-12,104,3
7493,CS5908,02-Oct-12,48,1
7494,CS4470,02-Oct-12,89,3
7495,CS4114,02-Oct-12,74,3
7496,CS5649,02-Oct-12,46,2
7497,CS5942,02-Oct-12,46,2
7498,CS5325,02-Oct-12,49,2
7499,CS1227,02-Oct-12,104,3
7500,CS4784,02-Oct-12,46,2
7501,CS4914,02-Oct-12,80,3
7502,CS2915,02-Oct-12,63,1
7503,CS4202,02-Oct-12,58,2
7504,CS3464,02-Oct-12,38,3
7505,CS6059,02-Oct-12,58,2
7506,CS2177,02-Oct-12,36,1
7507,CS2232,02-Oct-12,67,2
7508,CS3751,02-Oct-12,103,2
7509,CS5495,02-Oct-12,93,1
7510,CS1382,02-Oct-12,95,3
7511,CS1932,02-Oct-12,101,3
7512,CS3917,02-Oct-12,72,1
7513,CS5972,02-Oct-12,61,2
7514,CS3892,02-Oct-12,46,2
7515,CS6035,02-Oct-12,88,2
7516,CS3822,02-Oct-12,80,3
7517,CS4044,02-Oct-12,103,2
7518,CS5954,02-Oct-12,68,3
7519,CS2861,02-Oct-12,86,3
7520,CS5819,02-Oct-12,88,2
7521,CS1479,02-Oct-12,52,2
7522,CS2419,02-Oct-12,62,3
7523,CS3499,02-Oct-12,87,1
7524,CS1313,02-Oct-12,82,2
7525,CS5254,02-Oct-12,98,3
7526,CS4637,02-Oct-12,79,2
7527,CS4864,02-Oct-12,98,3
7528,CS4532,02-Oct-12,68,3
7529,CS4217,02-Oct-12,96,1
7530,CS4654,02-Oct-12,72,1
7531,CS3348,02-Oct-12,79,2
7532,CS5011,02-Oct-12,105,1
7533,CS5788,02-Oct-12,50,3
7534,CS1340,02-Oct-12,72,1
7535,CS4061,02-Oct-12,41,3
7536,CS3984,02-Oct-12,41,3
7537,CS4153,02-Oct-12,99,1
7538,CS5799,02-Oct-12,47,3
7539,CS1567,02-Oct-12,74,3
7540,CS3504,02-Oct-12,99,1
7541,CS4720,02-Oct-12,60,1
7542,CS4254,02-Oct-12,64,2
7543,CS5427,02-Oct-12,40,2
7544,CS3434,02-Oct-12,63,1
7545,CS3144,02-Oct-12,90,1
7546,CS5971,02-Oct-12,78,1
7547,CS2297,02-Oct-12,67,2
7548,CS2791,02-Oct-12,39,1
7549,CS2333,02-Oct-12,87,1
7550,CS4184,02-Oct-12,92,3
7551,CS3138,02-Oct-12,43,2
7552,CS1572,02-Oct-12,67,2
7553,CS1922,02-Oct-12,85,2
7554,CS4264,02-Oct-12,55,2
7555,CS5646,02-Oct-12,68,3
7556,CS3553,02-Oct-12,39,1
7557,CS6090,02-Oct-12,66,1
7558,CS4462,02-Oct-12,57,1
7559,CS2335,02-Oct-12,43,2
7560,CS3841,02-Oct-12,56,3
7561,CS3335,02-Oct-12,71,3
7562,CS7216,02-Oct-12,68,3
7563,CS8591,02-Oct-12,21,1
7564,CS7789,02-Oct-12,19,2
7565,CS7894,02-Oct-12,21,1
7566,CS7227,02-Oct-12,55,2
7567,CS8915,02-Oct-12,41,3
7568,CS8177,02-Oct-12,61,2
7569,CS7382,02-Oct-12,37,2
7570,CS7932,02-Oct-12,35,3
7571,CS8419,02-Oct-12,73,2
7572,CS7313,02-Oct-12,46,2
7573,CS7340,02-Oct-12,71,3
7574,CS7567,02-Oct-12,43,2
7575,CS8297,02-Oct-12,14,3
7576,CS8791,02-Oct-12,34,2
7577,CS8333,02-Oct-12,31,2
7578,CS5156,02-Oct-13,58,2
7579,CS5060,02-Oct-13,38,3
7580,CS4029,02-Oct-13,105,1
7581,CS3334,02-Oct-13,93,1
7582,CS5024,02-Oct-13,47,3
7583,CS3788,02-Oct-13,93,1
7584,CS4749,02-Oct-13,51,1
7585,CS2004,02-Oct-13,66,1
7586,CS3386,02-Oct-13,102,1
7587,CS4701,02-Oct-13,101,3
7588,CS1346,02-Oct-13,47,3
7589,CS1641,02-Oct-13,37,2
7590,CS2611,02-Oct-13,95,3
7591,CS4820,02-Oct-13,103,2
7592,CS5928,02-Oct-13,58,2
7593,CS2840,02-Oct-13,80,3
7594,CS4084,02-Oct-13,91,2
7595,CS4109,02-Oct-13,42,1
7596,CS3128,02-Oct-13,61,2
7597,CS1312,02-Oct-13,68,3
7598,CS3143,02-Oct-13,47,3
7599,CS4560,02-Oct-13,55,2
7600,CS4072,02-Oct-13,82,2
7601,CS3760,02-Oct-13,40,2
7602,CS2346,02-Oct-13,96,1
7603,CS4495,02-Oct-13,101,3
7604,CS6025,02-Oct-13,74,3
7605,CS1255,02-Oct-13,48,1
7606,CS2849,02-Oct-13,48,1
7607,CS4851,02-Oct-13,81,1
7608,CS4596,02-Oct-13,103,2
7609,CS1728,02-Oct-13,60,1
7610,CS2688,02-Oct-13,43,2
7611,CS1558,02-Oct-13,86,3
7612,CS2084,02-Oct-13,46,2
7613,CS4713,02-Oct-13,82,2
7614,CS1877,02-Oct-13,79,2
7615,CS3683,02-Oct-13,70,2
7616,CS2531,02-Oct-13,87,1
7617,CS5545,02-Oct-13,59,3
7618,CS1960,02-Oct-13,65,3
7619,CS1604,02-Oct-13,89,3
7620,CS2150,02-Oct-13,44,3
7621,CS3180,02-Oct-13,46,2
7622,CS1673,02-Oct-13,42,1
7623,CS2225,02-Oct-13,73,2
7624,CS1733,02-Oct-13,61,2
7625,CS2686,02-Oct-13,73,2
7626,CS4816,02-Oct-13,66,1
7627,CS4641,02-Oct-13,41,3
7628,CS1643,02-Oct-13,87,1
7629,CS2860,02-Oct-13,102,1
7630,CS4730,02-Oct-13,95,3
7631,CS5336,02-Oct-13,45,1
7632,CS5738,02-Oct-13,40,2
7633,CS1323,02-Oct-13,80,3
7634,CS3237,02-Oct-13,105,1
7635,CS5733,02-Oct-13,48,1
7636,CS5448,02-Oct-13,40,2
7637,CS4813,02-Oct-13,96,1
